Project,AuthorID,CommentCount,IssueCount
HADOOP,46993,1,1
HADOOP,46994,1,1
HADOOP,20811,1,1
HADOOP,4994,1,1
HADOOP,46998,1,1
HADOOP,47000,1,1
HADOOP,47001,1,1
HADOOP,47002,1,1
HADOOP,47003,1,1
HADOOP,47004,1,1
HADOOP,20782,1,1
HADOOP,47006,1,1
HADOOP,47007,1,1
HADOOP,47008,1,1
HADOOP,20703,1,1
HADOOP,47014,1,1
HADOOP,19121,1,1
HADOOP,19072,1,1
HADOOP,47018,1,1
HADOOP,18353,1,1
HADOOP,47020,1,1
HADOOP,47021,1,1
HADOOP,18299,1,1
HADOOP,47183,1,1
HADOOP,47024,1,1
HADOOP,17196,1,1
HADOOP,47027,1,1
HADOOP,47185,1,1
HADOOP,47029,1,1
HADOOP,4640,1,1
HADOOP,17191,1,1
HADOOP,17186,1,1
HADOOP,4623,1,1
HADOOP,47036,1,1
HADOOP,47037,1,1
HADOOP,47038,1,1
HADOOP,17143,1,1
HADOOP,4466,1,1
HADOOP,17137,1,1
HADOOP,17123,1,1
HADOOP,47046,1,1
HADOOP,16934,1,1
HADOOP,47048,1,1
HADOOP,47049,1,1
HADOOP,47050,1,1
HADOOP,47051,1,1
HADOOP,47052,1,1
HADOOP,47053,1,1
HADOOP,47208,1,1
HADOOP,47057,1,1
HADOOP,16647,1,1
HADOOP,14119,1,1
HADOOP,13600,1,1
HADOOP,12175,1,1
HADOOP,47062,1,1
HADOOP,12096,1,1
HADOOP,47064,1,1
HADOOP,47065,1,1
HADOOP,3421,1,1
HADOOP,11249,1,1
HADOOP,3319,1,1
HADOOP,47070,1,1
HADOOP,47071,1,1
HADOOP,47072,1,1
HADOOP,10327,1,1
HADOOP,47074,1,1
HADOOP,47075,1,1
HADOOP,47077,1,1
HADOOP,9352,1,1
HADOOP,8982,1,1
HADOOP,47080,1,1
HADOOP,8842,1,1
HADOOP,8666,1,1
HADOOP,8660,1,1
HADOOP,47085,1,1
HADOOP,47087,1,1
HADOOP,2946,1,1
HADOOP,47193,1,1
HADOOP,47094,1,1
HADOOP,2144,1,1
HADOOP,47096,1,1
HADOOP,8612,1,1
HADOOP,47209,1,1
HADOOP,47101,1,1
HADOOP,47103,1,1
HADOOP,47104,1,1
HADOOP,8610,1,1
HADOOP,8511,1,1
HADOOP,8483,1,1
HADOOP,2036,1,1
HADOOP,36793,1,1
HADOOP,36777,1,1
HADOOP,36701,1,1
HADOOP,36898,1,1
HADOOP,8357,1,1
HADOOP,37004,1,1
HADOOP,37037,1,1
HADOOP,36693,1,1
HADOOP,36613,1,1
HADOOP,36611,1,1
HADOOP,47111,1,1
HADOOP,8352,1,1
HADOOP,36596,1,1
HADOOP,38399,1,1
HADOOP,36589,1,1
HADOOP,36584,1,1
HADOOP,1742,1,1
HADOOP,40029,1,1
HADOOP,41676,1,1
HADOOP,8341,1,1
HADOOP,36574,1,1
HADOOP,36559,1,1
HADOOP,47117,1,1
HADOOP,42494,1,1
HADOOP,47198,1,1
HADOOP,47119,1,1
HADOOP,36548,1,1
HADOOP,42775,1,1
HADOOP,36541,1,1
HADOOP,36535,1,1
HADOOP,44347,1,1
HADOOP,47120,1,1
HADOOP,36492,1,1
HADOOP,44866,1,1
HADOOP,36488,1,1
HADOOP,36482,1,1
HADOOP,36481,1,1
HADOOP,45010,1,1
HADOOP,47121,1,1
HADOOP,45025,1,1
HADOOP,45040,1,1
HADOOP,47122,1,1
HADOOP,36455,1,1
HADOOP,36436,1,1
HADOOP,36430,1,1
HADOOP,45183,1,1
HADOOP,45213,1,1
HADOOP,36412,1,1
HADOOP,36393,1,1
HADOOP,47124,1,1
HADOOP,8256,1,1
HADOOP,36392,1,1
HADOOP,45363,1,1
HADOOP,36377,1,1
HADOOP,36368,1,1
HADOOP,45420,1,1
HADOOP,759,1,1
HADOOP,45455,1,1
HADOOP,36352,1,1
HADOOP,36349,1,1
HADOOP,36344,1,1
HADOOP,36309,1,1
HADOOP,36296,1,1
HADOOP,36189,1,1
HADOOP,47127,1,1
HADOOP,36175,1,1
HADOOP,45588,1,1
HADOOP,45589,1,1
HADOOP,45612,1,1
HADOOP,36149,1,1
HADOOP,36130,1,1
HADOOP,570,1,1
HADOOP,36066,1,1
HADOOP,36042,1,1
HADOOP,45658,1,1
HADOOP,45659,1,1
HADOOP,45664,1,1
HADOOP,36028,1,1
HADOOP,45675,1,1
HADOOP,45679,1,1
HADOOP,36023,1,1
HADOOP,36007,1,1
HADOOP,35894,1,1
