Project,Period,Magnet,Sticky,Politeness,Tot_Comment
INFRA,2009-12,0.11353535353535354,-0.0727272727272727,-0.002075765438505517,0
INFRA,2010-01,-0.13704050817452879,-0.04848484848484852,-0.046235679214402636,0
INFRA,2010-02,0.1877604737881114,0.05128205128205132,-0.016433566433566416,0
INFRA,2010-03,-0.024944974321349955,-0.009615384615384637,0.12727272727272732,0
INFRA,2010-04,-0.10658307210031348,-0.02412280701754388,-0.02237762237762242,0
INFRA,2010-05,0.05183413078149923,0.07017543859649122,-0.10769230769230764,0
INFRA,2010-06,-0.04777568922305764,-0.11196172248803826,0.027472527472527486,0
INFRA,2010-07,-0.0267857142857143,0.10554323725055431,-0.050264550264550345,0
INFRA,2010-08,0.11956521739130432,0.07556193208990913,0.1835268103924821,0
INFRA,2010-09,-0.07326892109500804,-0.08668730650154799,-0.09556384742951907,0
